MAX_CONTRACTS_PER_TRADE,ENTRY_OFFSET,TAKE_PROFIT_OFFSET,STOP_LOSS_OFFSET,TRAIL_TRIGGER,RE_ENTRY_DISTANCE,MAX_OPEN_TRADES,TOTAL_PNL,WIN_RATE,AVERAGE_WINN,AVERAGE_LOSS,NUM_OF_TRADE,REWARD_TO_RISK
1,100,100,10,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,10,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,10,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,10,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,10,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,10,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,10,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,200,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,175,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,200,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,200,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,200,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,200,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,200,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,200,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,175,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,125,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,125,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,100,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,25,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,50,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,50,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,25,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,25,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,25,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,25,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,25,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,25,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,50,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,25,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,10,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,10,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,10,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,10,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,10,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,10,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,50,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,50,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,100,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,75,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,100,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,100,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,100,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,100,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,100,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,100,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,75,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,75,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,50,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,75,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,75,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,75,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,75,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,75,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,50,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,75,50,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,10,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,25,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,100,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,25,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,200,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,200,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,200,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,200,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,175,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,175,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,175,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,175,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,175,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,175,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,175,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,175,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,150,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,150,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,150,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,150,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,150,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,200,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,200,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,200,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,200,25,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,200,25,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,200,25,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,200,25,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,200,25,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,200,25,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,200,25,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,200,25,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,200,10,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,200,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,200,10,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,200,10,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,200,10,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,200,10,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,200,10,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,200,10,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,200,10,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,150,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,150,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,150,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,50,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,75,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,75,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,75,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,50,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,50,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,50,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,50,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,50,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,75,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,50,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,50,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,25,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,25,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,25,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,25,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,25,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,75,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,75,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,125,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,100,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,125,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,125,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,125,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,125,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,125,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,125,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,125,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,100,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,75,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,100,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,100,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,100,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,100,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,100,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,100,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,100,75,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,100,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,100,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,100,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,175,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,125,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,100,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,100,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,100,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,100,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,100,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,100,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,100,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,100,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,75,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,75,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,75,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,75,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,75,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,75,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,75,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,75,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,125,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,125,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,125,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,150,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,175,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,175,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,175,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,175,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,175,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,150,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,150,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,150,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,125,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,150,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,150,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,150,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,150,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,125,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,125,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,125,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,50,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,50,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,50,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,3200,200,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,3200,200,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,3200,200,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,3200,200,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,3200,200,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,3200,200,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,3200,200,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,3200,200,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,3200,175,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,10,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,3200,175,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,3200,175,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,3200,175,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,3200,175,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,3200,175,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,3200,175,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,3200,175,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,10,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,10,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,50,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,25,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,50,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,50,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,50,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,50,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,25,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,25,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,25,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,25,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,10,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,25,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,25,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,25,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,10,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,10,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,10,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,10,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,175,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,175,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,3200,150,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,200,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,10,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,10,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,10,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,10,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,10,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,200,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,75,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,75,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,75,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,75,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,75,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,75,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,100,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,100,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,100,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,100,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,100,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,10,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,10,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,10,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,50,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,75,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,75,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,50,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,50,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,50,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,50,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,50,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,50,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,25,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,25,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,25,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,25,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,25,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,25,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,25,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,25,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,100,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,100,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,100,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,200,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,175,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,175,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,175,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,200,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,200,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,200,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,200,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,200,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,175,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,200,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,200,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,200,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,200,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,200,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,200,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,6400,200,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,175,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,175,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,125,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,150,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,125,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,125,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,125,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,125,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,125,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,125,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,125,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,150,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,175,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,150,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,150,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,150,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,150,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,150,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,150,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,12800,175,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,3200,150,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,3200,150,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,100,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,125,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,50,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,50,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,50,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,50,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,50,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,50,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,50,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,25,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,25,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,25,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,25,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,25,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,25,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,25,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,25,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,10,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,10,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,50,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,75,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,75,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,100,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,125,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,125,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,125,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,100,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,100,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,100,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,100,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,100,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,75,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,100,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,100,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,75,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,75,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,75,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,75,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,75,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,10,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,10,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,1600,10,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,125,2,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,150,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,150,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,150,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,150,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,150,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,150,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,125,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,125,2,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,150,2,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,125,2,1,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,125,1,10,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,125,1,5,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,125,1,2,10,0.0,0.0,0.0,0.0,2.0,0.0
1,100,800,125,1,1,10,0.0,0.0,0.0,0.0,2.0,0.0
